Amazon COGS,Completed On,Disposition,LPN,Product,Product Category,Result of Repair,Scheduled Date,Shipped Date,Started On,LPN/Amazon COGS,Checks/Title,Checks/Failed by decision logic Automatically,Checks/Status,is_human_executed,Is_it_IOG_Es_IOG,Send_to_Problem_Solve_Enviar_a_Problem_Solve,Is_there_something_in_the_box_Hay_algo_en_la_caja,Send_to_Liquidation_Palletizer_Enviar_a_paletizado,Open_T_Rex_Abrir_T_Rex,Did_T_Rex_Open_Se_abri_T_Rex,Is_it_the_Expected_Item_Es_el_art_culo_esperado,Is_it_Fraud_Es_fraude,Complete_T_Rex_Liquidation_Completa_el_proceso_de_,Is_the_Item_Factory_Sealed_El_art_culo_est_sellado,Complete_T_Rex_Sellable_Completar_T_Rex_Sellable,Does_the_item_need_to_be_Destroyed_El_art_culo_nec,Does_the_item_have_scratches_or_dents_larger_that_,Does_the_item_work_El_art_culo_funciona,Is_the_item_Repairable_El_art_culo_es_reparable,Send_to_Level_3_Enviar_a_Nivel_3,Does_it_need_Parts_Necesita_partes,Do_you_have_parts_Tienes_las_partes,Does_it_need_Sanitization_Necesita_sanitizaci_n,Add_the_Parts_A_ade_las_partes,Place_on_Level_2_Pallet_Colocar_en_pallet_de_Nivel,DONE,Palletize_the_item_Paletizar_el_art_culo,Are_you_using_the_Original_Box_Est_usando_la_caja_,Did_you_add_a_Manual_A_adiste_el_manual,Place_the_item_in_a_New_Box_Coloque_el_art_culo_en,Open_Trex_Abrir_Trex,Did_it_fix_the_item_Se_repar_el_art_culo,Does_it_need_Sanization_Necesita_sanitizaci_n,Palletize_the_item_Coloca_el_art_culo_en_el_pallet,Is_the_item_factory_Sealed_El_art_culo_est_sellado,Is_it_the_expected_item_Es_el_art_culo_esperado,Is_it_Fraud_Es_Fraude,Did_you_do_a_Factory_Reset_Hiciste_un_restablecimi,Does_it_need_parts_Necesita_partes,Did_you_use_Harvested_Parts_Has_usado_Harvested_Pa,Were_you_able_fix_the_item_Repar_el_art_culo,Are_you_using_Harvested_Parts_Est_usando_Harvested,Does_it_need_a_manual_Necesita_manual,Will_you_be_using_ONLY_Harvested_Parts_Utilizar_s_,Does_it_Need_a_Manual_Necesita_un_manual,Does_it_need_a_Manual_Necesita_manual,Does_it_Need_a_Manual_Necesita_manual,Does_the_item_have_scratches_or_dents_larger_than_,is_liquidated,cogs_bin,processing_days
1099.0,2025-10-30 11:26:58,Sellable,LPNNE4VCH1599,[B08H5X1WZ9] Fluidra 9650IQ,All / Amazon Products / 52020 Cleaning Tools,Sellable - Repaired - RPR,2025-10-28 08:42:14,2025-11-03 08:21:25,2025-10-28 08:42:14,1099.0,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,,Failed,Passed,Failed,,Passed,,,,,Passed,,,Passed,Passed,Failed,Failed,Passed,,,,,Failed,Passed,,Passed,Failed,,,,,,,,,Failed,0,$1K-$1.5K,2.0
1169.96,2025-11-10 09:54:23,Liquidate,LPNNE5MHFC9BC,[B0CK4YN1JX] Breville BES881DBL1BNA1,All / Amazon Products / 4602 Espresso Machines,Wrong Item Description - NRM,2025-11-06 09:48:59,2025-11-11 09:53:22,2025-11-06 09:48:59,1169.96,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,Passed,,,,,,,,,,,,,,Passed,,,,,,,,,Failed,Failed,,,,,,,,,,,,1,$1K-$1.5K,4.0
1169.96,2025-11-07 08:16:02,Sellable,LPNNG5BMDW889,[B0CK524RJP] Breville BES881BTR1BNA1,All / Amazon Products / 4602 Espresso Machines,Sellable - Repaired - RPR,2025-11-06 13:07:12,2025-11-10 08:39:07,2025-11-06 13:07:13,1169.96,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,,Failed,Passed,Failed,,Passed,,,Passed,Passed,Passed,Passed,,Passed,Passed,Failed,Failed,Passed,,,,,,Passed,,Failed,,Passed,,,,,,,,Failed,0,$1K-$1.5K,0.0
1022.0,2025-11-11 10:42:38,Liquidate,LPNNH5P13DP1G,[B0FN7LPZRH] YOPTO YOPTO,All / Amazon Products / 5003 Upholstered Sofas/Sectionals/Armchairs,Liquidate - Advanced Fraud - Fake - Not Authentic - NRD,2025-11-11 09:41:41,,2025-11-11 09:41:41,1022.0,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,Passed,,,,,,,,,,,,,,Passed,,,,,,,,,Failed,Passed,,,,,,,,,,,,1,$1K-$1.5K,0.0
1521.76,2025-11-11 13:06:47,Sellable,LPNNH55RFTC6L,[B0CP8KZ314] RIDGID Tool Company 76198,All / Amazon Products / 9110 Janitorial Equipment,Sellable - Repaired - RPR,2025-11-11 10:51:34,,2025-11-11 10:51:34,1521.76,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,,Failed,Passed,Failed,,Passed,,,Failed,,Passed,,,Passed,Passed,Passed,Failed,,,,,,Failed,Passed,,Failed,,,,,,,,,,Failed,0,$1.5K-$2K,0.0
1329.67,2025-10-30 09:26:44,Sellable,LPNRRJA6768403,[B07VPQV7BY] Sony DSCRX100M7/B,All / Amazon Products / 1010 Point_&_Shoot,Sellable - Repaired - RPR,2025-10-29 12:28:13,2025-11-07 14:53:15,2025-10-29 12:28:13,1329.67,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,,Failed,Passed,Failed,,Passed,,,Failed,,Passed,,,Passed,Passed,Passed,Failed,,,,,,Failed,Passed,,Failed,,,,,,,,,,Failed,0,$1K-$1.5K,0.0
1621.36,2025-11-10 14:03:38,Liquidate,LPNPMEL3213277,[B00J19PT2K] Breville BES980XL,All / Amazon Products / 4602 Espresso Machines,Liquidate - Cosmetic - NRC,2025-11-07 13:15:35,,2025-11-05 10:41:01,1621.36,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,Passed,Failed,,Failed,,,,,,,,,,,Passed,,,,,,,,,Passed,,,,,,,,,,,,Passed,1,$1.5K-$2K,5.0
1045.18,2025-10-31 14:30:24,Sellable,LPNPMEH9350329,[B0C1T4W797] Breville BES881BSS1BNA1,All / Amazon Products / 4602 Espresso Machines,Sellable - Repaired - RPR,2025-10-28 15:51:28,2025-11-03 10:44:49,2025-10-28 15:51:28,1045.18,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,,Failed,Passed,Failed,,Failed,Passed,Passed,,,,Passed,,Passed,Passed,Failed,Passed,Passed,,,Passed,,Failed,Passed,,Failed,,,Passed,,,,,,,Failed,0,$1K-$1.5K,2.0
2362.0,2025-10-30 16:20:17,Sellable,LPNPMEY1868093,[B0DC5HMK4D] AGM Global Vision 35-384,All / Amazon Products / 1556 Night Vision,Sellable - Repaired - RPR,2025-10-30 10:43:40,2025-10-31 11:07:00,2025-10-30 10:43:40,2362.0,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,,Failed,Passed,Failed,,Passed,,,Failed,,Failed,,,Passed,Passed,Passed,Passed,,,,,,Failed,Passed,,Failed,,,,,,,,,,Failed,0,$2K-$2.5K,0.0
1130.0,2025-10-24 16:06:27,Liquidate,LPNPMEZ3643686,[B0CV26XVMD] ASUS PG32UCDM,All / Amazon Products / 0510 LCD Monitors,Liquidate - Functional Issues - NRF,2025-10-24 13:32:37,2025-10-29 13:54:33,2025-10-24 13:32:38,1130.0,Print LPN Label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,Passed,,Passed,Failed,,Failed,,Failed,Failed,,,,,,,,Passed,,,,,,,,,,,,,,,,,,,,,Failed,1,$1K-$1.5K,0.0
1130.0,2025-10-24 15:15:18,Sellable,LPNPMER8027289,[B0CV26XVMD] ASUS PG32UCDM,All / Amazon Products / 0510 LCD Monitors,Sellable - Repaired - RPR,2025-10-24 13:24:13,2025-10-27 11:01:21,2025-10-24 13:24:13,1130.0,Print LPN Label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,Passed,,,Failed,Passed,Failed,,Passed,,,Failed,,Passed,,,Passed,,Passed,Passed,,,,,,Failed,,,,,,,,,,,,,Failed,0,$1K-$1.5K,0.0
1621.36,2025-11-07 09:27:01,Sellable,LPNPMEV1793148,[B00J19PT2K] Breville BES980XL,All / Amazon Products / 4602 Espresso Machines,Sellable - Repaired - RPR,2025-11-06 10:33:26,2025-11-10 08:39:07,2025-11-06 10:33:26,1621.36,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,,Failed,Passed,Failed,,Passed,,,Passed,Passed,Passed,Passed,,Passed,Passed,Passed,Failed,,,,,,,Passed,,Failed,,Failed,,,,,,,,Failed,0,$1.5K-$2K,0.0
1125.0,2025-11-07 15:02:12,Sellable,LPNPMEW1167858,[B0BXFKXG6N] Dell LAC16250-7193BLU-PUS,All / Amazon Products / 0209 Gaming Laptops,Sellable - Repaired - RPR,2025-11-05 11:12:48,2025-11-11 09:44:46,2025-11-05 11:12:48,1125.0,Print LPN Label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,Passed,,,Failed,Passed,Failed,,Passed,,,Failed,,Passed,,,Passed,,Passed,Failed,,,,,,,,,,,,,,,,,,,Failed,0,$1K-$1.5K,2.0
1169.96,2025-11-06 12:25:33,Sellable,LPNPMEP4903051,[B0C1T4W797] Breville BES881BSS1BNA1,All / Amazon Products / 4602 Espresso Machines,Sellable - Repaired - RPR,2025-10-28 11:13:38,2025-11-07 10:49:57,2025-10-28 11:13:38,1169.96,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,,Failed,Passed,Failed,,Failed,Passed,Passed,,,,Passed,,Passed,Passed,Failed,Passed,Passed,,,Passed,,Failed,Passed,,Failed,,,Passed,,,,,,,Failed,0,$1K-$1.5K,9.0
2399.99,2025-10-23 13:40:12,Sellable,LPNPMEW4620580,[B09YCQ6BGC] Solid State Logic 729743X2,All / Amazon Products / 4300 Computer Music,Sellable - Repaired - RPR,2025-10-23 12:46:35,2025-10-24 10:25:37,2025-10-23 12:46:35,2399.99,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,,Failed,Passed,Failed,,Passed,,,Failed,,Passed,,,Passed,Passed,Passed,Passed,,,,,,Failed,Passed,,Failed,,,,,,,,,,Failed,0,$2K-$2.5K,0.0
1045.18,2025-11-11 09:00:05,Sellable,LPNNG55Z6F7QL,[B0C1T4W797] Breville BES881BSS1BNA1,All / Amazon Products / 4602 Espresso Machines,Sellable - Repaired - RPR,2025-11-10 14:46:42,,2025-11-10 14:46:42,1045.18,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,,Failed,Passed,Failed,,Passed,,,Passed,Passed,Passed,Passed,,Passed,Passed,Passed,Failed,,,,,,,Passed,,Failed,,Passed,,,,,,,,Failed,0,$1K-$1.5K,0.0
1621.36,2025-11-06 07:38:30,Sellable,LPNNE5MSMQJH3,[B00J19PT2K] Breville BES980XL,All / Amazon Products / 4602 Espresso Machines,Sellable - Repaired - RPR,2025-11-04 10:31:14,2025-11-06 15:52:56,2025-11-04 10:31:14,1621.36,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,,Failed,Passed,Failed,,Passed,,,Passed,Passed,Passed,Passed,,Passed,Passed,Passed,Passed,,,,,,,Passed,,Failed,,Passed,,,,,,,,Failed,0,$1.5K-$2K,1.0
1169.96,2025-11-05 10:50:24,Sellable,LPNNA5TDLDHD6,[B0DP5NY5Q1] Breville BES881OLT1BNA1,All / Amazon Products / 4602 Espresso Machines,Sellable - Repaired - RPR,2025-11-04 14:53:09,2025-11-06 08:17:37,2025-11-04 14:53:09,1169.96,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,,Failed,Passed,Failed,,Passed,,,Failed,,Passed,,,Passed,Passed,Passed,Failed,,,,,,,Passed,,Failed,,,,,,,,,,Failed,0,$1K-$1.5K,0.0
1045.18,2025-11-05 12:24:55,Sellable,LPNNH54XGSP3N,[B0C1T4W797] Breville BES881BSS1BNA1,All / Amazon Products / 4602 Espresso Machines,Sellable - Repaired - RPR,2025-11-05 08:15:17,2025-11-06 08:17:37,2025-11-05 08:15:17,1045.18,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,,Failed,Passed,Failed,,Passed,,,Passed,Passed,Passed,Passed,,Passed,Passed,Failed,Failed,Passed,,,,,,Passed,,Failed,,Passed,,,,,,,,Failed,0,$1K-$1.5K,0.0
1169.96,2025-11-07 08:12:53,Sellable,LPNNG5356ZJRR,[B0CK4YN1JX] Breville BES881DBL1BNA1,All / Amazon Products / 4602 Espresso Machines,Sellable - Repaired - RPR,2025-11-03 13:37:08,,2025-11-03 13:37:09,1169.96,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,,Failed,Passed,Failed,,Passed,,,Passed,Passed,Passed,Passed,,Passed,Passed,Failed,Passed,Passed,,,,,,Passed,,Failed,,Passed,,,,,,,,Failed,0,$1K-$1.5K,3.0
1014.93,2025-11-10 08:27:07,Sellable,LPNNH5P6WXPNC,[B0BX9DJS7R] Fluidra FFREEDOM,All / Amazon Products / 52020 Cleaning Tools,Sellable - Repaired - RPR,2025-11-04 10:55:27,2025-11-11 09:44:46,2025-11-04 10:55:27,1014.93,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,,Failed,Passed,Failed,,Passed,,,,Passed,Passed,Passed,,Passed,Passed,Passed,Failed,,,,,,,Passed,,Passed,Passed,Failed,,,,,,,,Failed,0,$1K-$1.5K,5.0
1099.0,2025-10-29 13:21:49,Liquidate,LPNNH5J15FL8X,[B08H5X1WZ9] Fluidra 9650IQ,All / Amazon Products / 52020 Cleaning Tools,Liquidate - Advanced Fraud - Fake - Not Authentic - NRD,2025-10-28 10:00:41,2025-10-31 11:28:35,2025-10-28 10:00:41,1099.0,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,Passed,,,,,,,,,,,,,,Passed,,,,,,,,,Failed,Passed,,,,,,,,,,,,1,$1K-$1.5K,1.0
1045.18,2025-11-05 12:25:32,Sellable,LPNNH5HWDCHC5,[B0C1T4W797] Breville BES881BSS1BNA1,All / Amazon Products / 4602 Espresso Machines,Sellable - Repaired - RPR,2025-11-04 13:50:58,2025-11-06 08:17:37,2025-11-04 13:50:58,1045.18,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,,Failed,Passed,Failed,,Passed,,,Failed,,Passed,,,Passed,Passed,Failed,Failed,Passed,,,,,,Passed,,Failed,,,,,,,,,,Failed,0,$1K-$1.5K,0.0
1022.0,2025-11-10 09:48:58,Liquidate,LPNNG5YJRDDZK,[B0FN7LPZRH] YOPTO YOPTO,All / Amazon Products / 5003 Upholstered Sofas/Sectionals/Armchairs,Liquidate - Functional Issues - NRF,2025-11-10 08:15:50,2025-11-11 09:53:22,2025-11-10 08:15:50,1022.0,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,Passed,Failed,,Failed,,Failed,Failed,,,,,,,,Passed,,,,,,,,,Passed,,Failed,,,,,,,,,,Failed,1,$1K-$1.5K,0.0
1247.53,2025-11-10 11:22:43,Liquidate,LPNNG56PXJDDT,[B0CWKVV3HZ] HONBAY SCR192-A8B4C-B,All / Amazon Products / 5003 Upholstered Sofas/Sectionals/Armchairs,Liquidate - Functional Issues - NRF,2025-11-10 10:17:25,2025-11-11 09:53:22,2025-11-10 10:17:25,1247.53,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,Passed,Failed,,Failed,,Failed,Failed,,,,,,,,Passed,,,,,,,,,Passed,,Failed,,,,,,,,,,Failed,1,$1K-$1.5K,0.0
1247.53,2025-11-10 07:08:28,Liquidate,LPNNH53CHK7SV,[B0CWKVV3HZ] HONBAY SCR192-A8B4C-B,All / Amazon Products / 5003 Upholstered Sofas/Sectionals/Armchairs,Liquidate - Advanced Fraud - Fake - Not Authentic - NRD,2025-11-07 11:21:03,2025-11-11 09:53:22,2025-11-07 11:21:03,1247.53,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,Passed,,,,,,,,,,,,,,Passed,,,,,,,,,Failed,Passed,,,,,,,,,,,,1,$1K-$1.5K,2.0
1022.0,2025-11-10 13:56:13,Liquidate,LPNNH5SWBWHRM,[B0FN7LPZRH] YOPTO YOPTO,All / Amazon Products / 5003 Upholstered Sofas/Sectionals/Armchairs,Liquidate - Advanced Fraud - Fake - Not Authentic - NRD,2025-11-10 09:14:27,,2025-11-10 09:14:27,1022.0,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,Passed,,,,,,,,,,,,,,Passed,,,,,,,,,Failed,Passed,,,,,,,,,,,,1,$1K-$1.5K,0.0
1621.36,2025-11-11 12:03:20,Liquidate,LPNNE5PZ9DD8J,[B00J19PT2K] Breville BES980XL,All / Amazon Products / 4602 Espresso Machines,Liquidate - Advanced Fraud - Fake - Not Authentic - NRD,2025-11-11 10:33:05,,2025-11-11 10:33:05,1621.36,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,Passed,,,,,,,,,,,,,,Passed,,,,,,,,,Failed,Passed,,,,,,,,,,,,1,$1.5K-$2K,0.0
1523.0,2025-11-07 15:01:36,Sellable,LPNPMEP2748552,[B0DZFVBQLK] MSI Katana15B14016,All / Amazon Products / 0201 Laptops,Sellable - Repaired - RPR,2025-11-05 12:22:21,2025-11-11 09:44:46,2025-11-05 12:22:21,1523.0,Print LPN Label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,Passed,,,Failed,Passed,Failed,,Passed,,,Failed,,Passed,,,Passed,,Passed,Failed,,,,,,,,,,,,,,,,,,,Failed,0,$1.5K-$2K,2.0
1045.18,2025-10-28 17:22:35,Sellable,LPNPMEP0640965,[B0C1T4W797] Breville BES881BSS1BNA1,All / Amazon Products / 4602 Espresso Machines,Sellable - Repaired - RPR,2025-10-24 14:21:29,2025-10-29 10:49:42,2025-10-24 14:21:29,1045.18,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,,Failed,Passed,Failed,,Passed,,,Passed,Passed,,Passed,Passed,Passed,Passed,Failed,Passed,Passed,,,Passed,,Failed,Passed,,Failed,,,,,,,,,,Failed,0,$1K-$1.5K,4.0
1901.75,2025-10-24 18:07:41,Sellable,LPNPMBD6105567,[B0CW997VM8] Bosch TQU60703,All / Amazon Products / 4602 Espresso Machines,Sellable - Repaired - RPR,2025-10-24 15:47:39,2025-10-27 11:01:21,2025-10-24 15:47:39,1901.75,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,,Failed,Passed,Failed,,Passed,,,Failed,,Passed,,,Passed,Passed,Failed,Passed,Passed,,,,,Failed,Passed,,Failed,,,,,,,,,,Failed,0,$1.5K-$2K,0.0
1169.96,2025-10-28 14:29:00,Sellable,LPNPMEH0473587,[B0CK524RJP] Breville BES881BTR1BNA1,All / Amazon Products / 4602 Espresso Machines,Sellable - Repaired - RPR,2025-10-28 12:50:50,2025-10-29 10:39:06,2025-10-28 12:50:50,1169.96,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,,Failed,Passed,Failed,,Passed,,,Failed,,Passed,,,Passed,Passed,Failed,Passed,Passed,,,,,Failed,Passed,,Failed,,,,,,,,,,Failed,0,$1K-$1.5K,0.0
1045.18,2025-10-28 16:47:17,Sellable,LPNPMEH0473583,[B0C1T4W797] Breville BES881BSS1BNA1,All / Amazon Products / 4602 Espresso Machines,Sellable - Repaired - RPR,2025-10-28 11:58:12,2025-10-29 10:49:42,2025-10-28 11:58:12,1045.18,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,,Failed,Passed,Failed,,Passed,,,Failed,,Passed,,,Passed,Passed,Passed,Passed,,,,,,Failed,Passed,,Failed,,,,,,,,,,Failed,0,$1K-$1.5K,0.0
1045.18,2025-10-27 11:16:04,Sellable,LPNPMEH0473599,[B0C1T4W797] Breville BES881BSS1BNA1,All / Amazon Products / 4602 Espresso Machines,Sellable - Repaired - RPR,2025-10-24 15:45:02,2025-10-28 10:36:41,2025-10-24 15:45:02,1045.18,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,,Failed,Passed,Failed,,Passed,,,Failed,,Passed,,,Passed,Passed,Failed,Passed,Passed,,,,,Failed,Passed,,Failed,,,,,,,,,,Failed,0,$1K-$1.5K,2.0
1134.0,2025-10-23 10:58:14,Liquidate,LPNPMEH0473578,[B0BBYSLL3V] Denon AVRX3800H,"All / Amazon Products / 4210 Audio Receivers, Amplifiers, and Preamplifiers",Liquidate - Functional Issues - NRF,2025-10-22 14:08:56,2025-10-24 12:00:43,2025-10-22 14:08:56,1134.0,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,Passed,Failed,,Failed,,Failed,Failed,,,,,,,,Passed,,,,,,,,,Passed,,Failed,,,,,,,,,,Failed,1,$1K-$1.5K,0.0
1342.21,2025-10-23 13:11:52,Sellable,LPNPMEV4138326,[B0FQJXMMMT] inMusic Brands Inc. MPCLIVE3,All / Amazon Products / 4300 Computer Music,Sellable - Repaired - RPR,2025-10-23 11:28:01,2025-10-24 10:25:37,2025-10-23 11:28:01,1342.21,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,,Failed,Passed,Failed,,Passed,,,Failed,,Passed,,,Passed,Passed,Passed,Passed,,,,,,Failed,Passed,,Failed,,,,,,,,,,Failed,0,$1K-$1.5K,0.0
1169.96,2025-10-28 16:59:05,Sellable,LPNPMEH0473608,[B0CK524RJP] Breville BES881BTR1BNA1,All / Amazon Products / 4602 Espresso Machines,Sellable - Repaired - RPR,2025-10-28 13:44:54,2025-10-29 10:49:42,2025-10-28 13:44:54,1169.96,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,,Failed,Passed,Failed,,Passed,,,Failed,,Passed,,,Passed,Passed,Failed,Passed,Passed,,,,,Failed,Passed,,Failed,,,,,,,,,,Failed,0,$1K-$1.5K,0.0
1559.96,2025-10-27 17:37:52,Liquidate,LPNPMEH0473662,[B0FBJZBNCY] Breville BES985BTR1BNA1,All / Amazon Products / 4602 Espresso Machines,Liquidate - Functional Issues - NRF,2025-10-23 18:14:52,2025-10-29 13:54:33,2025-10-23 18:14:52,1559.96,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,Passed,Failed,,Failed,,Passed,,,Passed,Failed,,,Passed,,Passed,,,,,,,,,Passed,,Failed,,,,,,,,,,Failed,1,$1.5K-$2K,3.0
1342.21,2025-10-28 15:01:09,Sellable,LPNPMEW8438151,[B0DV9NCPDD] inMusic Brands Inc. ONEMKII,All / Amazon Products / 5100 DJ Equipment,Sellable - Repaired - RPR,2025-10-28 09:21:28,2025-10-31 08:06:50,2025-10-28 09:21:28,1342.21,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,,Failed,Passed,Failed,,Passed,,,Failed,,Passed,,,Passed,Passed,Passed,Failed,,,,,,Failed,Passed,,Failed,,,,,,,,,,Failed,0,$1K-$1.5K,0.0
1134.0,2025-10-28 15:01:23,Sellable,LPNPMEV3676277,[B0BBYSLL3V] Denon AVRX3800H,"All / Amazon Products / 4210 Audio Receivers, Amplifiers, and Preamplifiers",Sellable - Repaired - RPR,2025-10-28 09:42:56,2025-10-31 08:06:50,2025-10-28 09:42:56,1134.0,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,,Failed,Passed,Failed,,Passed,,,Failed,,Passed,,,Passed,Passed,Passed,Failed,,,,,,Failed,Passed,,Failed,,,,,,,,,,Failed,0,$1K-$1.5K,0.0
1039.2,2025-10-30 14:34:04,Sellable,LPNPMEW5271973,[B0BKT9XK4H] inMusic Brands Inc. SCLIVE4,All / Amazon Products / 5100 DJ Equipment,Sellable - Repaired - RPR,2025-10-27 14:05:31,2025-11-03 08:23:46,2025-10-27 14:05:31,1039.2,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,,Failed,Passed,Failed,,Passed,,,Failed,,Passed,,,Passed,Passed,Failed,Failed,Passed,,,,,Failed,Passed,,Failed,,,,,,,,,,Failed,0,$1K-$1.5K,3.0
1039.2,2025-10-29 07:35:39,Sellable,LPNPMEV6864392,[B0BKT9XK4H] inMusic Brands Inc. SCLIVE4,All / Amazon Products / 5100 DJ Equipment,Sellable - Repaired - RPR,2025-10-27 14:16:39,2025-10-31 08:06:50,2025-10-27 14:16:39,1039.2,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,,Failed,Passed,Failed,,Passed,,,Failed,,Passed,,,Passed,Passed,Failed,Failed,Passed,,,,,Failed,Passed,,Failed,,,,,,,,,,Failed,0,$1K-$1.5K,1.0
1045.18,2025-11-04 13:04:23,Liquidate,LPNPMEV7010353,[B0C1T4W797] Breville BES881BSS1BNA1,All / Amazon Products / 4602 Espresso Machines,Liquidate - Advanced Fraud - Fake - Not Authentic - NRD,2025-11-03 09:56:48,2025-11-07 07:50:03,2025-11-03 09:56:48,1045.18,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,Passed,,,,,,,,,,,,,,Passed,,,,,,,,,Failed,Passed,,,,,,,,,,,,1,$1K-$1.5K,1.0
1045.18,2025-11-04 13:02:03,Liquidate,LPNPMEV6864529,[B0C1T4W797] Breville BES881BSS1BNA1,All / Amazon Products / 4602 Espresso Machines,Liquidate - Advanced Fraud - Fake - Not Authentic - NRD,2025-11-04 10:55:11,2025-11-07 07:50:03,2025-11-04 10:55:11,1045.18,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,Passed,,,,,,,,,,,,,,Passed,,,,,,,,,Failed,Passed,,,,,,,,,,,,1,$1K-$1.5K,0.0
1520.0,2025-11-03 14:51:28,Sellable,LPNPM970755676,[B0CWYKB2MB] Bosch TPU60501,All / Amazon Products / 4602 Espresso Machines,Sellable - Repaired - RPR,2025-11-03 09:51:28,2025-11-05 08:15:25,2025-11-03 09:51:28,1520.0,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,,Failed,Passed,Failed,,Passed,,,Passed,Passed,Passed,Passed,,Passed,Passed,Failed,Failed,Passed,,,,,,Passed,,Failed,,Passed,,,,,,,,Failed,0,$1.5K-$2K,0.0
